id,age,balance,contact,day,duration,campaign,pdays,previous,poutcome,y,job_cats,marital_cats,education_cats,default_cats,housing_cats,loan_cats,month_cats
4325.0,45,199.0,u,19.0,95.0,5.0,-1.0,0.0,unknown,no,4,1,2,0,0,0,8
4326.0,30,0.0,u,19.0,159.0,3.0,-1.0,0.0,unknown,no,1,1,1,0,0,0,8
4327.0,30,880.0,u,19.0,967.0,6.0,-1.0,0.0,unknown,yes,9,2,2,0,1,1,8
4328.0,45,771.0,u,19.0,221.0,2.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4329.0,34,164.0,u,19.0,102.0,13.0,-1.0,0.0,unknown,no,1,0,1,0,1,0,8
4330.0,41,501.0,u,19.0,579.0,5.0,-1.0,0.0,unknown,yes,9,1,1,0,1,0,8
4331.0,45,9051.0,u,19.0,124.0,63.0,-1.0,0.0,unknown,no,4,1,3,0,1,0,8
4332.0,46,103.0,u,19.0,158.0,5.0,-1.0,0.0,unknown,no,9,0,3,0,0,0,8
4333.0,37,89.0,u,19.0,162.0,10.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4334.0,45,4111.0,u,19.0,211.0,2.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4335.0,42,170.0,u,19.0,51.0,41.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4336.0,49,1854.0,u,19.0,173.0,5.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4337.0,54,233.0,u,19.0,220.0,3.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4338.0,60,819.0,u,19.0,110.0,2.0,-1.0,0.0,unknown,no,5,1,1,0,1,0,8
4339.0,24,1019.0,u,19.0,99.0,26.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4340.0,43,1147.0,u,19.0,112.0,7.0,-1.0,0.0,unknown,no,1,1,0,0,1,1,8
4341.0,49,279.0,u,19.0,168.0,4.0,-1.0,0.0,unknown,no,9,1,2,0,1,0,8
4342.0,45,1263.0,u,19.0,283.0,3.0,-1.0,0.0,unknown,no,1,1,3,0,1,0,8
4343.0,54,7449.0,u,19.0,235.0,7.0,-1.0,0.0,unknown,no,9,0,1,0,1,0,8
4344.0,39,198.0,u,19.0,138.0,8.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4345.0,23,710.0,u,19.0,374.0,6.0,-1.0,0.0,unknown,no,9,2,3,0,1,0,8
4346.0,48,858.0,u,19.0,353.0,4.0,-1.0,0.0,unknown,no,7,0,1,0,1,0,8
4347.0,38,1344.0,u,19.0,147.0,2.0,-1.0,0.0,unknown,no,0,1,1,0,1,1,8
4348.0,44,149.0,u,19.0,332.0,10.0,-1.0,0.0,unknown,no,6,2,2,0,1,0,8
4349.0,53,208.0,u,19.0,179.0,9.0,-1.0,0.0,unknown,no,4,2,0,0,1,0,8
4350.0,28,224.0,u,19.0,571.0,5.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4351.0,38,91.0,u,19.0,492.0,9.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4352.0,27,-3.0,u,19.0,265.0,5.0,-1.0,0.0,unknown,no,1,2,1,1,1,0,8
4353.0,25,316.0,u,19.0,360.0,2.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4354.0,35,846.0,u,19.0,175.0,2.0,-1.0,0.0,unknown,no,0,1,1,0,1,1,8
4355.0,31,352.0,u,19.0,97.0,9.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4356.0,40,-22.0,u,19.0,84.0,3.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4357.0,27,4923.0,u,19.0,57.0,7.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4358.0,53,6.0,u,19.0,105.0,11.0,-1.0,0.0,unknown,no,0,1,2,1,0,0,8
4359.0,32,312.0,u,19.0,886.0,3.0,-1.0,0.0,unknown,no,4,0,2,0,1,1,8
4360.0,37,61.0,u,19.0,182.0,8.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4361.0,37,53.0,u,19.0,467.0,4.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4362.0,47,-345.0,u,19.0,18.0,14.0,-1.0,0.0,unknown,no,1,1,3,0,1,0,8
4363.0,36,0.0,u,19.0,21.0,11.0,-1.0,0.0,unknown,no,4,0,2,0,1,0,8
4364.0,52,2231.0,u,19.0,470.0,4.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4365.0,52,337.0,u,19.0,85.0,3.0,-1.0,0.0,unknown,no,7,1,3,0,1,0,8
4366.0,50,413.0,u,19.0,243.0,2.0,-1.0,0.0,unknown,no,9,1,3,0,1,0,8
4367.0,45,1345.0,u,19.0,120.0,7.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4368.0,52,522.0,u,19.0,298.0,2.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4369.0,23,523.0,u,19.0,249.0,2.0,-1.0,0.0,unknown,no,7,1,0,0,1,1,8
4370.0,44,261.0,u,19.0,87.0,5.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4371.0,27,3776.0,u,19.0,217.0,2.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4372.0,57,437.0,u,19.0,44.0,4.0,-1.0,0.0,unknown,no,9,1,1,0,1,0,8
4373.0,48,490.0,u,19.0,622.0,2.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4374.0,51,6482.0,u,19.0,182.0,2.0,-1.0,0.0,unknown,no,4,1,3,0,1,0,8
4375.0,53,3544.0,u,19.0,195.0,4.0,-1.0,0.0,unknown,no,4,1,0,0,0,0,8
4376.0,46,0.0,u,19.0,179.0,2.0,-1.0,0.0,unknown,no,5,1,0,0,0,0,8
4377.0,49,459.0,u,19.0,58.0,10.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4378.0,30,3291.0,u,19.0,1218.0,3.0,-1.0,0.0,unknown,yes,9,2,2,0,1,0,8
4379.0,41,2592.0,u,19.0,500.0,3.0,-1.0,0.0,unknown,no,4,1,0,0,1,0,8
4380.0,42,596.0,u,19.0,66.0,9.0,-1.0,0.0,unknown,no,6,1,2,0,1,0,8
4381.0,34,-56.0,u,19.0,248.0,3.0,-1.0,0.0,unknown,no,6,1,1,0,1,0,8
4382.0,44,1161.0,u,19.0,110.0,5.0,-1.0,0.0,unknown,no,7,1,0,0,1,0,8
4383.0,34,183.0,u,19.0,3078.0,4.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4384.0,28,154.0,u,20.0,21.0,9.0,-1.0,0.0,unknown,no,8,2,1,0,1,0,8
4385.0,31,0.0,u,20.0,150.0,1.0,-1.0,0.0,unknown,no,4,2,1,0,1,0,8
4386.0,48,479.0,u,20.0,148.0,5.0,-1.0,0.0,unknown,no,9,2,1,0,0,0,8
4387.0,38,-980.0,u,20.0,91.0,1.0,-1.0,0.0,unknown,no,4,0,2,0,1,0,8
4388.0,38,690.0,u,20.0,34.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4389.0,32,5306.0,u,20.0,201.0,1.0,-1.0,0.0,unknown,no,4,0,2,0,1,0,8
4390.0,33,730.0,u,20.0,70.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4391.0,41,397.0,u,20.0,19.0,15.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4392.0,33,434.0,u,20.0,351.0,1.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4393.0,37,897.0,u,20.0,182.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,0,0,8
4394.0,55,0.0,u,20.0,365.0,4.0,-1.0,0.0,unknown,no,9,0,1,0,1,0,8
4395.0,32,228.0,u,20.0,257.0,1.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4396.0,33,201.0,u,20.0,280.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4397.0,54,2847.0,u,20.0,16.0,10.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4398.0,39,4039.0,u,20.0,140.0,1.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4399.0,60,132.0,u,20.0,21.0,11.0,-1.0,0.0,unknown,no,9,1,3,0,1,0,8
4400.0,30,9.0,u,20.0,184.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4401.0,34,31.0,u,20.0,20.0,14.0,-1.0,0.0,unknown,no,4,2,1,0,1,0,8
4402.0,57,0.0,u,20.0,107.0,2.0,-1.0,0.0,unknown,no,4,1,2,0,1,1,8
4403.0,36,4438.0,u,20.0,446.0,1.0,-1.0,0.0,unknown,yes,1,1,1,0,1,0,8
4404.0,39,6421.0,u,20.0,661.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,0,1,8
4405.0,38,171.0,u,20.0,172.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4406.0,37,42.0,u,20.0,125.0,4.0,-1.0,0.0,unknown,no,4,0,2,0,1,1,8
4407.0,36,806.0,u,20.0,280.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4408.0,39,298.0,u,20.0,216.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4409.0,35,24.0,u,20.0,81.0,1.0,-1.0,0.0,unknown,no,2,1,1,0,1,0,8
4410.0,47,290.0,u,20.0,409.0,2.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4411.0,37,425.0,u,20.0,226.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4412.0,39,0.0,u,20.0,191.0,1.0,-1.0,0.0,unknown,no,10,1,1,0,1,0,8
4413.0,35,1602.0,u,20.0,171.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4414.0,32,137.0,u,20.0,13.0,12.0,-1.0,0.0,unknown,no,4,0,0,0,1,0,8
4415.0,30,3110.0,u,20.0,133.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4416.0,38,419.0,u,20.0,656.0,1.0,-1.0,0.0,unknown,no,1,2,0,0,1,0,8
4417.0,35,0.0,u,20.0,1205.0,1.0,-1.0,0.0,unknown,yes,1,0,1,0,1,0,8
4418.0,31,-88.0,u,20.0,202.0,6.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4419.0,35,274.0,u,20.0,205.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4420.0,38,0.0,u,20.0,206.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4421.0,34,0.0,u,20.0,79.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4422.0,30,162.0,u,20.0,186.0,4.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4423.0,31,1222.0,u,20.0,532.0,1.0,-1.0,0.0,unknown,no,7,0,1,0,1,0,8
4424.0,54,4482.0,u,20.0,97.0,2.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4425.0,40,1259.0,u,20.0,234.0,5.0,-1.0,0.0,unknown,no,9,1,1,0,0,0,8
4426.0,35,499.0,u,20.0,328.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4427.0,35,1861.0,u,20.0,297.0,1.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4428.0,29,271.0,u,20.0,1882.0,2.0,-1.0,0.0,unknown,yes,7,2,1,0,1,0,8
4429.0,33,622.0,u,20.0,243.0,1.0,-1.0,0.0,unknown,no,0,2,2,0,1,0,8
4430.0,31,368.0,u,20.0,81.0,1.0,-1.0,0.0,unknown,no,8,2,1,0,1,0,8
4431.0,51,492.0,u,20.0,142.0,3.0,-1.0,0.0,unknown,no,3,1,0,0,1,0,8
4432.0,35,102.0,u,20.0,1334.0,1.0,-1.0,0.0,unknown,yes,1,1,0,0,1,0,8
4433.0,38,736.0,u,20.0,775.0,1.0,-1.0,0.0,unknown,no,6,1,1,0,1,0,8
4434.0,36,733.0,u,20.0,335.0,1.0,-1.0,0.0,unknown,no,10,1,1,0,1,0,8
4435.0,37,3175.0,u,20.0,168.0,1.0,-1.0,0.0,unknown,no,4,1,1,0,1,0,8
4436.0,29,43.0,u,20.0,68.0,2.0,-1.0,0.0,unknown,no,9,1,2,0,1,0,8
4437.0,53,574.0,u,20.0,121.0,2.0,-1.0,0.0,unknown,no,7,1,0,0,1,0,8
4438.0,34,4622.0,u,20.0,217.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4439.0,31,1820.0,u,20.0,68.0,1.0,-1.0,0.0,unknown,no,6,2,2,0,1,0,8
4440.0,38,3750.0,u,20.0,119.0,1.0,-1.0,0.0,unknown,no,0,0,1,0,1,0,8
4441.0,36,465.0,u,20.0,160.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4442.0,36,860.0,u,20.0,294.0,15.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4443.0,32,1583.0,u,20.0,57.0,1.0,-1.0,0.0,unknown,no,8,2,3,0,1,0,8
4444.0,38,0.0,u,20.0,90.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4445.0,36,7579.0,u,20.0,600.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4446.0,35,4635.0,u,20.0,148.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4447.0,31,827.0,u,20.0,38.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,0,0,8
4448.0,32,0.0,u,20.0,142.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4449.0,32,364.0,u,20.0,466.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4450.0,36,380.0,u,20.0,26.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4451.0,32,93.0,u,20.0,203.0,2.0,-1.0,0.0,unknown,no,10,1,1,0,1,0,8
4452.0,33,6138.0,u,20.0,369.0,1.0,-1.0,0.0,unknown,no,1,1,2,0,1,0,8
4453.0,30,1803.0,u,20.0,29.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4454.0,39,0.0,u,20.0,793.0,2.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4455.0,35,3187.0,u,20.0,71.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4456.0,31,2.0,u,20.0,182.0,2.0,-1.0,0.0,unknown,yes,1,1,1,0,1,0,8
4457.0,30,695.0,u,20.0,203.0,1.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4458.0,34,1042.0,u,20.0,167.0,1.0,-1.0,0.0,unknown,no,7,1,0,0,1,0,8
4459.0,30,4648.0,u,20.0,37.0,1.0,-1.0,0.0,unknown,no,1,2,1,0,1,0,8
4460.0,31,2089.0,u,20.0,34.0,1.0,-1.0,0.0,unknown,no,1,2,1,0,1,0,8
4461.0,39,3059.0,u,20.0,394.0,1.0,-1.0,0.0,unknown,no,6,1,2,0,1,1,8
4462.0,36,412.0,u,20.0,127.0,1.0,-1.0,0.0,unknown,no,9,1,1,0,1,1,8
4463.0,32,863.0,u,20.0,264.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4464.0,33,4434.0,u,20.0,265.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4465.0,33,5499.0,u,20.0,231.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4466.0,34,3997.0,u,20.0,320.0,1.0,-1.0,0.0,unknown,no,9,0,1,0,1,0,8
4467.0,39,4904.0,u,20.0,101.0,1.0,-1.0,0.0,unknown,no,3,1,0,0,1,0,8
4468.0,35,440.0,u,20.0,110.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4469.0,60,-14.0,u,20.0,121.0,3.0,-1.0,0.0,unknown,no,5,2,1,0,1,0,8
4470.0,34,759.0,u,20.0,265.0,1.0,-1.0,0.0,unknown,no,9,2,2,0,0,0,8
4471.0,33,603.0,u,20.0,345.0,1.0,-1.0,0.0,unknown,no,9,1,1,0,1,0,8
4472.0,59,-41.0,u,20.0,171.0,1.0,-1.0,0.0,unknown,no,0,0,1,0,1,1,8
4473.0,31,78.0,u,20.0,572.0,1.0,-1.0,0.0,unknown,no,0,2,1,0,0,0,8
4474.0,36,84.0,u,20.0,67.0,1.0,-1.0,0.0,unknown,no,9,1,1,0,1,0,8
4475.0,36,409.0,u,20.0,25.0,1.0,-1.0,0.0,unknown,no,9,0,1,0,1,0,8
4476.0,38,732.0,u,20.0,269.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4477.0,32,328.0,u,20.0,132.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4478.0,32,1698.0,u,20.0,115.0,1.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4479.0,39,9374.0,u,20.0,273.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4480.0,39,439.0,u,20.0,56.0,1.0,-1.0,0.0,unknown,no,5,1,1,0,0,0,8
4481.0,33,4958.0,u,20.0,434.0,1.0,-1.0,0.0,unknown,no,3,1,2,0,1,0,8
4482.0,23,210.0,u,20.0,507.0,1.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4483.0,39,2644.0,u,20.0,253.0,1.0,-1.0,0.0,unknown,no,2,1,2,0,1,0,8
4484.0,36,17983.0,u,20.0,100.0,1.0,-1.0,0.0,unknown,no,1,1,3,0,1,0,8
4485.0,38,614.0,u,20.0,116.0,1.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4486.0,35,2137.0,u,20.0,124.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4487.0,27,-291.0,u,20.0,66.0,2.0,-1.0,0.0,unknown,no,9,2,2,0,1,0,8
4488.0,31,160.0,u,20.0,233.0,2.0,-1.0,0.0,unknown,no,0,2,1,0,1,1,8
4489.0,58,11.0,u,20.0,90.0,1.0,-1.0,0.0,unknown,no,3,1,0,0,1,0,8
4490.0,34,2036.0,u,20.0,104.0,1.0,-1.0,0.0,unknown,no,9,0,1,0,1,1,8
4491.0,31,121.0,u,20.0,187.0,1.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4492.0,36,-656.0,u,20.0,92.0,2.0,-1.0,0.0,unknown,no,1,1,3,0,1,0,8
4493.0,34,1689.0,u,20.0,423.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,0,0,8
4494.0,37,439.0,u,20.0,215.0,2.0,-1.0,0.0,unknown,no,9,1,1,0,1,0,8
4495.0,37,1283.0,u,20.0,209.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4496.0,33,1769.0,u,20.0,181.0,1.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4497.0,33,2.0,u,20.0,201.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4498.0,39,0.0,u,20.0,40.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,1,8
4499.0,35,47.0,u,20.0,317.0,1.0,-1.0,0.0,unknown,no,1,2,0,0,0,0,8
4500.0,35,2054.0,u,20.0,447.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4501.0,34,8132.0,u,20.0,137.0,1.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4502.0,39,453.0,u,20.0,184.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,1,8
4503.0,37,427.0,u,20.0,121.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4504.0,42,2416.0,u,20.0,138.0,4.0,-1.0,0.0,unknown,no,4,1,1,0,1,0,8
4505.0,40,877.0,u,20.0,207.0,6.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4506.0,37,398.0,u,20.0,309.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,1,8
4507.0,37,2240.0,u,20.0,214.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4508.0,36,380.0,u,20.0,134.0,1.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4509.0,35,1163.0,u,20.0,284.0,1.0,-1.0,0.0,unknown,no,2,1,1,0,1,0,8
4510.0,35,4170.0,u,20.0,1777.0,1.0,-1.0,0.0,unknown,yes,7,1,1,0,1,0,8
4511.0,37,5432.0,u,20.0,774.0,1.0,-1.0,0.0,unknown,no,4,1,2,0,1,1,8
4512.0,35,-52.0,u,20.0,265.0,1.0,-1.0,0.0,unknown,no,9,0,1,1,1,0,8
4513.0,30,4011.0,u,20.0,62.0,1.0,-1.0,0.0,unknown,no,6,2,1,0,1,0,8
4514.0,37,715.0,u,20.0,247.0,2.0,-1.0,0.0,unknown,no,4,2,3,0,1,0,8
4515.0,31,2144.0,u,20.0,89.0,1.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4516.0,56,8741.0,u,20.0,318.0,3.0,-1.0,0.0,unknown,no,2,1,2,0,1,0,8
4517.0,37,362.0,u,20.0,277.0,2.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4518.0,33,163.0,u,20.0,135.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4519.0,40,-740.0,u,20.0,126.0,3.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4520.0,38,434.0,u,20.0,411.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4521.0,41,1629.0,u,20.0,85.0,1.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4522.0,38,-152.0,u,20.0,100.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,0,0,8
4523.0,36,3763.0,u,20.0,83.0,1.0,-1.0,0.0,unknown,no,9,1,1,0,1,0,8
4524.0,31,1.0,u,20.0,71.0,3.0,-1.0,0.0,unknown,no,9,2,1,0,1,0,8
4525.0,31,4.0,u,20.0,199.0,4.0,-1.0,0.0,unknown,no,9,1,1,0,0,0,8
4526.0,52,0.0,u,20.0,47.0,1.0,-1.0,0.0,unknown,no,1,0,0,0,1,1,8
4527.0,31,2007.0,u,20.0,253.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4528.0,39,327.0,u,20.0,244.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4529.0,35,-130.0,u,20.0,224.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4530.0,22,14.0,u,20.0,56.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,1,8
4531.0,38,4399.0,u,20.0,638.0,2.0,-1.0,0.0,unknown,no,0,1,2,0,1,0,8
4532.0,39,780.0,u,20.0,311.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4533.0,34,371.0,u,20.0,77.0,1.0,-1.0,0.0,unknown,no,7,2,2,0,0,0,8
4534.0,34,161.0,u,20.0,177.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,1,8
4535.0,36,221.0,u,20.0,189.0,1.0,-1.0,0.0,unknown,no,1,0,1,0,1,0,8
4536.0,32,706.0,u,20.0,152.0,1.0,-1.0,0.0,unknown,no,1,2,1,0,1,0,8
4537.0,33,4897.0,u,20.0,151.0,1.0,-1.0,0.0,unknown,no,4,2,0,0,1,0,8
4538.0,33,7.0,u,20.0,217.0,1.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4539.0,36,2030.0,u,20.0,24.0,1.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4540.0,32,489.0,u,20.0,212.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4541.0,42,1059.0,u,20.0,163.0,2.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4542.0,43,-8.0,u,20.0,473.0,2.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4543.0,35,271.0,u,20.0,68.0,1.0,-1.0,0.0,unknown,no,6,2,1,0,1,0,8
4544.0,37,2042.0,u,20.0,485.0,1.0,-1.0,0.0,unknown,no,3,2,1,0,1,0,8
4545.0,33,-53.0,u,20.0,172.0,1.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4546.0,26,268.0,u,20.0,77.0,2.0,-1.0,0.0,unknown,no,8,2,1,0,1,0,8
4547.0,37,5122.0,u,20.0,396.0,1.0,-1.0,0.0,unknown,no,9,2,2,0,1,0,8
4548.0,33,403.0,u,20.0,274.0,2.0,-1.0,0.0,unknown,no,7,1,1,0,1,0,8
4549.0,40,0.0,u,20.0,88.0,2.0,-1.0,0.0,unknown,no,0,1,2,0,1,0,8
4550.0,36,566.0,u,20.0,129.0,2.0,-1.0,0.0,unknown,no,9,0,1,0,1,0,8
4551.0,35,356.0,u,20.0,474.0,2.0,-1.0,0.0,unknown,no,1,1,0,0,1,1,8
4552.0,36,722.0,u,20.0,268.0,2.0,-1.0,0.0,unknown,no,1,1,3,0,1,0,8
4553.0,39,-607.0,u,20.0,374.0,2.0,-1.0,0.0,unknown,no,0,0,1,0,1,0,8
4554.0,60,328.0,u,20.0,72.0,5.0,-1.0,0.0,unknown,no,4,1,2,0,1,0,8
4555.0,34,126.0,u,20.0,61.0,2.0,-1.0,0.0,unknown,no,0,2,1,0,1,0,8
4556.0,32,206.0,u,20.0,205.0,2.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4557.0,33,136.0,u,20.0,347.0,6.0,-1.0,0.0,unknown,no,4,2,2,0,1,1,8
4558.0,59,14.0,u,20.0,355.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,1,8
4559.0,35,5260.0,u,20.0,211.0,2.0,-1.0,0.0,unknown,no,4,2,1,0,1,0,8
4560.0,34,458.0,u,20.0,211.0,1.0,-1.0,0.0,unknown,no,0,2,2,0,1,0,8
4561.0,42,0.0,u,20.0,66.0,12.0,-1.0,0.0,unknown,no,4,1,2,0,0,0,8
4562.0,38,666.0,u,20.0,1452.0,10.0,-1.0,0.0,unknown,no,2,1,0,0,1,0,8
4563.0,33,89.0,u,20.0,341.0,1.0,-1.0,0.0,unknown,no,7,1,3,0,1,0,8
4564.0,32,1660.0,u,20.0,14.0,1.0,-1.0,0.0,unknown,no,1,2,0,0,0,0,8
4565.0,30,673.0,u,20.0,610.0,2.0,-1.0,0.0,unknown,no,1,1,1,0,1,0,8
4566.0,34,673.0,u,20.0,120.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,1,8
4567.0,59,-313.0,u,20.0,407.0,1.0,-1.0,0.0,unknown,no,5,1,1,0,1,0,8
4568.0,32,0.0,u,20.0,464.0,2.0,-1.0,0.0,unknown,no,0,1,1,0,1,0,8
4569.0,54,167.0,u,20.0,547.0,7.0,-1.0,0.0,unknown,no,3,1,1,0,1,0,8
4570.0,48,432.0,u,20.0,152.0,2.0,-1.0,0.0,unknown,no,4,0,0,0,1,0,8
4571.0,36,8135.0,u,20.0,522.0,1.0,-1.0,0.0,unknown,no,1,1,0,0,1,0,8
4572.0,29,0.0,u,20.0,227.0,9.0,-1.0,0.0,unknown,no,7,2,1,0,1,0,8
4573.0,39,4286.0,u,20.0,1376.0,2.0,-1.0,0.0,unknown,no,1,2,1,0,1,0,8
4574.0,54,2177.0,u,20.0,134.0,5.0,-1.0,0.0,unknown,no,7,0,3,0,0,0,8
4575.0,36,0.0,u,20.0,37.0,1.0,-1.0,0.0,unknown,no,0,2,1,0,0,0,8
4576.0,33,105.0,u,20.0,360.0,1.0,-1.0,0.0,unknown,no,9,1,1,0,1,1,8
4577.0,32,1271.0,u,20.0,51.0,1.0,-1.0,0.0,unknown,no,4,2,2,0,1,0,8
4578.0,41,83.0,u,20.0,834.0,6.0,-1.0,0.0,unknown,no,7,0,1,0,0,0,8
4579.0,34,709.0,u,20.0,106.0,1.0,-1.0,0.0,unknown,no,1,2,0,0,1,0,8
